"measurementID","occurrenceID","measurementType","measurementValue","measurementUnit","eventID"
"c0ca7be07b1ea81fd56afb50079e39d8",NA,"Voltage at the end of data collection for the second electrofisher","300","volt","BIGC.20190423.04.2.e-fisher"
"c0cbb9f2a5246d45aac6da45961cfc8c",NA,"Number of the sampling pass within a reach","1",NA,"BIGC.20190425.08.1.e-fisher"
"c0e278b39b636c7bceda20b8ccbf3cfe","9d4186ad-c8bf-4976-88f5-7e0cccd12a22","Live weight as measured in the field","16","gram",NA
"c106c27781c35f21e8f522857735d2d6","da25573a-534a-40b3-88e7-b455280cac51","Indication of mortality from the electrofishing equipment","Y",NA,NA
"c122fe5d8e4373811dc3f8e636848ba1","304273ab-b150-41fb-9b31-114b0a102645","Length of the specimen","99","millimeter",NA
"c12d587a9c44b268abac85e588a12ecb",NA,"Dissolved Oxygen Concentration","9.1","milligramsPerLiter","BIGC.20190423.04.2.e-fisher"
"c1429d5ebfd7978811bc76717432d521","bc1aaf3a-fd77-4ed2-9ceb-0f0708fd19fe","Live weight as measured in the field","16","gram",NA
"c1b4e262474863ac90afca5c43404908","5b5c2b84-e78f-44b7-b440-46cf5be7b509","Length of the specimen","82","millimeter",NA
"c1c46876955e5506b8106763089487a9","e8593a6f-f1cc-4f4c-a0c4-6ef93e46268b","Number of the specimen","15",NA,NA
"c1cdf92eb8f94ca69ce6ced993d5b2f0","6799b7d4-3b92-4d60-93a1-66df9519eb1e","Length of the specimen","206","millimeter",NA
"c1dc6a1a4fa322296cba7e959f2e0145","2d2d4f98-d6c3-47de-bbfd-7a8a42e9e054","Length of the specimen","156","millimeter",NA
"c259d378cc68a3bf03238f99c30fcd96","2b7c56b5-5dea-4b88-8797-ae692c7760e3","Number of the specimen","6",NA,NA
"c276329df9f527206405e704939e8fb9","ba700181-217a-4c50-bdef-b355afbd9e06","Length of the specimen","81","millimeter",NA
"c277548fd1495a17e0d5e1b600b14515","26779338-3e06-4d13-8eca-f5e3e3cc1977","Live weight as measured in the field","27","gram",NA
"c2a7e8b400911499ba0f576fd392484e","ee4f05bd-cb33-4173-bba1-2e6f59856888","Number of the specimen","31",NA,NA
"c2cd4c7b8e7aca1e51bddedfe71fe02b",NA,"Operational time of the electrofisher for the second electrofisher","2186","second","BIGC.20190424.07.2.e-fisher"
"c337e8d94eff99ea17ae14eff21cc8fc",NA,"Reach type (fixed or random)","fixed",NA,"BIGC.AOS.fish.point.07"
"c3acda688a4871f40bf10b632c1e7458","388fb6b4-5c09-4b59-8ead-cc42f0aeeaf5","Length of the specimen","137","millimeter",NA
"c3b830b992dd014fd44a52a6bdde4f05","fb801f07-c442-4bb6-92ee-f769edc72d45","Number of the specimen","3",NA,NA
"c3ddf5963399abaa1d8d749d3e4885f6","71410c6e-55c0-46fe-9d1e-3e486d2bcb8c","Live weight as measured in the field","17","gram",NA
"c3ecf2401cf0697056feb4f2d98c6b28","088d725b-4723-4503-aa50-ac647cda26e1","Length of the specimen","109","millimeter",NA
"c3f26e25918802f8c1ea1418e7e65d5a","87673ad5-4c3d-4f2d-b3a3-304c82989092","Length of the specimen","122","millimeter",NA
"c43bbda171e3dfff73803585ce4b11bb","6dc00a7c-2563-4f1b-b91d-317713413b3e","Live weight as measured in the field","27","gram",NA
"c442300a82e8ec593fcc0f7fcf929097","33a38301-f1f2-4a06-a72b-1cca7d525395","Live weight as measured in the field","96","gram",NA
"c45123a9a135cb6cb705bd2ca00121a0","6488553c-feaf-45ef-9a98-e66cecf7b8c8","Number of the specimen","17",NA,NA
"c468e7d3f54b67bb075875b05108d585","7ebe0757-110c-49f3-855e-94112d5a38e0","Live weight as measured in the field","24","gram",NA
"c49bc03668ced72652edc8d37c48abd6","3e9f1c12-b3d5-4f93-9c8d-5374d82cdaee","Live weight as measured in the field","0.3","gram",NA
"c4b3820fca94c6854c4c370128066741","bf416321-5961-4f2c-8d20-cb99bf0872e9","Live weight as measured in the field","30","gram",NA
"c4d660ff2bec9deaeec41aa89d2566fd","e8593a6f-f1cc-4f4c-a0c4-6ef93e46268b","Live weight as measured in the field","0.3","gram",NA
"c4dcf1aceb4dfe385a9fbdbfdfcbfbe6","91ba6d0b-55a5-4286-87b4-86c56116d229","Live weight as measured in the field","4","gram",NA
"c505d5929d0b7ab01f71beef670a3009","aa3ce54e-ec91-4ccc-aaf5-f4218c6ad597","Length of the specimen","77","millimeter",NA
"c5072d94f742127ce558f63ef35a2b9c","f34e735b-9500-4051-bc64-e828865c631d","Live weight as measured in the field","19","gram",NA
"c51685f438dc7f59f423293ad3a71316",NA,"Operational time of the electrofisher for the second electrofisher","3473","second","BIGC.20191021.01.1.e-fisher"
"c51fdd9a9a0c10e41165f8f64571573c","437a030f-50f6-47f9-832e-dbcbefe2dbe6","Length of the specimen","81","millimeter",NA
"c53556bb5769ff0b42232eb8b7eda972","97ef8d58-2e63-40e0-af5d-298e7bee6fec","Number of the specimen","32",NA,NA
"c58a3786e0bafa9d09c746166dab6920","d434810a-85a0-4416-a7c5-0f0b0fee8807","Live weight as measured in the field","28","gram",NA
"c5bbd2d3650463eea23feddafce2f658","0c4127ce-225e-4824-aded-ed0c4ea65889","Number of the specimen","41",NA,NA
"c5d081b4f67871bb6590382c85dbeda5","261dccc0-9451-4389-aa96-205b238fb5e8","Live weight as measured in the field","19","gram",NA
"c64d47e244ff8bc1252a72199a7cc641","09b85f98-bc96-429b-98ed-8710ca4de430","Number of the specimen","49",NA,NA
"c6824d76efb8845eca5b0bfe7d590ead","ee1853ce-85cc-4212-b6c5-4bffc617e949","Length of the specimen","131","millimeter",NA
"c683159ba530d6c2de15c88c7345048c","e6334baf-67d9-4ddc-813b-1d90bdc056d0","Live weight as measured in the field","13","gram",NA
"c6860a7a953b840e3cca38167ef68df4","78d42648-79c9-4f37-a413-e22db600c31d","Live weight as measured in the field","30","gram",NA
"c69214aa5e78dd9d1ca1bbdfa109e03e","4d01419b-d052-44c8-899f-68c150396af8","Length of the specimen","91","millimeter",NA
"c69851877ebb2ae3dc147514358f648f","41962ace-b591-4131-8a34-c66c37c67e1b","Live weight as measured in the field","0.3","gram",NA
"c69d210109d4e7052864daab518cf074","f011a500-3627-459f-8b55-ab6fa631b5a0","Length of the specimen","166","millimeter",NA
"c6b7e3f9c4d766d63933de048fbb763d","95f99a09-e8fa-415d-860c-7a6e195490db","Length of the specimen","152","millimeter",NA
"c6bebe050a1f94f21a51146d23c0b5be",NA,"Duty cycle at the start of data collection for the second electrofisher","20","percent","BIGC.20190424.07.1.e-fisher"
"c6c67d38e2829063842e5e6783515bf9","e697f120-e0bc-4888-b3a7-1198d7c296aa","Length of the specimen","132","millimeter",NA
"c6c8a4a880d19079608b671068b4ce93","6dc00a7c-2563-4f1b-b91d-317713413b3e","Number of the specimen","10",NA,NA
"c6f33247091a17e82b0607b7da366771","18bd6024-5853-45c2-9c5d-a40679a7996e","Length of the specimen","95","millimeter",NA
"c6fd48f8f4cb56953d93d56fc833cfb8",NA,"Dissolved Oxygen Concentration","8.7","milligramsPerLiter","BIGC.20191023.05.1.e-fisher"
"c6fff906d820745bc1acb945b47bdb20","255130fd-bd71-4976-bd51-2e1baf0f78dc","Length of the specimen","145","millimeter",NA
"c7176d2f66374134fce1b44173981407","d434810a-85a0-4416-a7c5-0f0b0fee8807","Number of the specimen","7",NA,NA
"c726c14102ae475e03000d9d18badaa2","dff0e86c-4c63-4e97-b63a-5de5e6307473","Length of the specimen","88","millimeter",NA
"c742431c29c92f8153055b4ea5ef8daf","72b56618-199d-4b31-9d87-23a7765af40a","Number of the specimen","12",NA,NA
"c7774fe98588b499dee430dbb3612ce8","02c14d66-70d7-4a68-919c-597714490f7f","Length of the specimen","159","millimeter",NA
"c7ca65ebd0dcf2ac30c5849525283ee3","1822c0fe-c15f-4b48-aadf-e606eadb22f2","Length of the specimen","109","millimeter",NA
"c7e55d2eaf522c90391d3f0b0bff51af","85c3dde8-0a18-4186-8d53-5bf255dfa7d6","Live weight as measured in the field","34","gram",NA
"c7eb0d8801068844c1842227b8a15ea5","8e2eb8d2-d1ad-466a-99ef-53fc50eba49e","Length of the specimen","35","millimeter",NA
"c804c76d55a16d45f73386479bfaaa56","d68606f3-485a-4578-8846-8821842c8e89","Number of the specimen","4",NA,NA
"c836ea0a01058f8fbf7f371a6b5a41f7","85c3dde8-0a18-4186-8d53-5bf255dfa7d6","Number of the specimen","13",NA,NA
"c86a1f8d3f5615c771d06d6d3ccaa921","5075ccc0-7070-428b-a73b-3e1b405999a3","Live weight as measured in the field","8","gram",NA
"c895135dba021a62931302ca6396c5f6","44efd5d9-26b4-47e6-ae46-e3eb56f73e70","Length of the specimen","204","millimeter",NA
"c8b528d25844a0d3dcc094768c469c2c",NA,"Number of times the settings changed for the second electrofisher","0",NA,"BIGC.20190424.07.1.e-fisher"
"c8c657c1d8e097d3cc33333feeb16f2c","882a2a29-2ff3-4dae-a57e-594317228273","Number of the specimen","6",NA,NA
"c8e7b37f6dd2d3f3216e3d4cd4e3fe96","dc5e8133-a155-4b96-bfe9-b013cdda2098","Number of the specimen","30",NA,NA
"c929e6a45c9b8aa29a7790beaf68e290","e52d0a16-c3b6-4f83-a7df-39d916455be3","Length of the specimen","90","millimeter",NA
"c942d9ffe72ade17a02fd1af76e26c54","a69b5249-4edf-4110-bb9f-32ff2f7a65d7","Number of the specimen","25",NA,NA
"c95a5054d9ea29e95de808a0080364ab",NA,"Conductivity auto-corrected to 25 degrees C","235","microsiemensPerCentimeter","BIGC.20191023.07.1.e-fisher"
"c969b8a5f95336ee833c3e87111a5643","4a89f48f-8e44-4405-ac66-0024b228fd15","Live weight as measured in the field","3","gram",NA
"c96c5e9f1d6abb218d5de8512df79b82","d4abba4d-d16e-49ed-84fb-a8176e5ee101","Live weight as measured in the field","8","gram",NA
"c9866505967f92d88945b68dc434cde2",NA,"Duty cycle at the end of data collection for the second electrofisher","30","percent","BIGC.20191023.07.2.e-fisher"
"c9ac546d6b8496897888e6468f2cc173","1cdcb62d-ba69-45c2-a541-f2270e54b60b","Length of the specimen","191","millimeter",NA
"c9c3a158ac144c17b76a5c3a9b9221f3","04919cd6-c8b3-4284-81e1-35182938f8ad","Length of the specimen","222","millimeter",NA
"c9ca8bba344d0165c126259bb5aebe89","dccfab68-853e-4503-8ef0-91a33fc8373a","Number of the specimen","35",NA,NA
"c9cdffbac872d54f7817f35601b8b9de","c6a669ba-81ec-4eed-851e-588d6f0515af","Length of the specimen","123","millimeter",NA
"c9d05137cc584f60219f2e7f6e1d5d9b","dff0e86c-4c63-4e97-b63a-5de5e6307473","Number of the specimen","7",NA,NA
"ca3577990f3c822c3524c8b44306911f","f361c2df-6542-4d92-ac53-485d59ad888c","Live weight as measured in the field","6","gram",NA
"ca49f2342c4eade0b3b9407e525e3f1e","c5a62467-494b-4571-bd8a-3402d0c2ecfa","Number of the specimen","1",NA,NA
"ca61963b9a0ed787fd2f0e7742b4bc0b",NA,"Voltage at the start of data collection for the second electrofisher","150","volt","BIGC.20191024.09.1.e-fisher"
"ca990ef7d295338a37260b265e0f9544","26ba9122-1eeb-4b69-8811-3ea3ea7e308f","Number of the specimen","6",NA,NA
"cae5987d56da0e7952c0d0fc4eda483c","e946205f-edc0-4e8d-a65f-75fde65c372c","Live weight as measured in the field","8","gram",NA
"caeee2c1d4896582579bafc20ecf2ca9","c53eac90-a840-474b-b79a-3ea8d22e915c","Length of the specimen","144","millimeter",NA
"caff1cf8419358a350af09af73aa0289",NA,"Number of times the settings changed for the second electrofisher","0",NA,"BIGC.20191023.05.1.e-fisher"
"cb0f94c9650d828b044e54d2bf59699c","093f94b2-1602-4ad9-9b82-5c9782ef2bf4","Length of the specimen","136","millimeter",NA
"cb22d8d8ce43fa9951ff466e8d7d002e","4e2d2a96-d9e7-4155-8ce1-5ab015a5cc6d","Live weight as measured in the field","30","gram",NA
"cb255fc9d945dbe6145073acfa5b41e1","c3827862-720d-40cd-9ddf-303f02f63fd9","Length of the specimen","118","millimeter",NA
"cb561ee0439190e9066213b9ba856706","b1d6df16-9530-4518-9e5c-83394edc5d85","Number of the specimen","32",NA,NA
"cb76577d2cbdea44bf6cc650ea6137c5","b4cd83a2-28df-4f0d-99ad-9695cbac7eac","Number of the specimen","13",NA,NA
"cbdfab3b094383e49d7b28cafaa49119","ff8f29cf-7016-4d9a-8564-da6f53aa4b86","Length of the specimen","32","millimeter",NA
"cbf281cbac62b77c597cd058cf1d5b48","ff6368e0-afe0-4afc-a5f9-fda13b0c5105","Number of the specimen","13",NA,NA
"cc0f12c54bb5fd2110b0f4141ce294ac","a969d991-b6b6-494a-af2c-7f1f50850e8c","Live weight as measured in the field","0.3","gram",NA
"cc1915028cc868513f7d2f25976a8cae","fc7627f3-dd0d-48bd-a2a4-a30f4be49c08","Number of the specimen","19",NA,NA
"cc5231b2ac7494e5475150493241c342","d1a00947-272d-4a07-9a3d-dac672773eb9","Number of the specimen","33",NA,NA
"cc5b1b30abf38874ac2a7f03c3d40a47","a805f94f-1b7f-40d4-8763-a986c205fef6","Live weight as measured in the field","84","gram",NA
"cc724c18feb4970be844b7bbbd2b236e","c41980e3-717e-41ac-8236-51b17e6acc2b","Length of the specimen","133","millimeter",NA
"cc7afbf37f1278c9d06048baedd176d9","789288d5-4f67-4bf8-b011-5b3dd40606f7","Live weight as measured in the field","21","gram",NA
"cc7c3c49eed7ec3f40a9fdd71a954a0b",NA,"Number of times the settings changed for the second electrofisher","0",NA,"BIGC.20191022.04.3.e-fisher"
"ccae12ee0f5f2f4a6984df4daa40e11b","aacf4e05-143d-496c-ac3c-1f1d582fe817","Live weight as measured in the field","67","gram",NA
"cccbd90c343e65ec2b7a088b0440bc23","cbf03e97-3b2c-413c-91ea-9de8617b4ee6","Number of the specimen","2",NA,NA
"ccdcca1992f037a131e84f33f514eb5a","0454aa13-93c1-41c4-9f4f-6d96420d7b25","Live weight as measured in the field","28","gram",NA
"cd2cd535a0d487f74b1b7a7a5e50ed5d","6c797c04-9ec5-4e35-977c-7c1b3c138d80","Number of the specimen","52",NA,NA
"cda3a83fbe98c40270a8aa923cf2d6fd","1e7e8da4-62c8-4b27-9039-846d5647d863","Length of the specimen","29","millimeter",NA
"cdb91ed956382fe10dbfdea8c56d8acc","1e7e8da4-62c8-4b27-9039-846d5647d863","Number of the specimen","15",NA,NA
"cdd16f4b4eb6754abd42f7aed648b8d8","b45eea2d-dc09-46af-b058-606eb6632dc4","Live weight as measured in the field","0.3","gram",NA
"cdda2bb6a3559a6e23e6d3ee480f6034","fec3eb4d-6cc5-46de-ae8f-0758bafe890e","Live weight as measured in the field","8","gram",NA
"cdf4221d4a196901bb6406e66c6db527",NA,"Dissolved Oxygen Concentration","9.1","milligramsPerLiter","BIGC.20190422.01.2.e-fisher"
"cdf92561093678506f2f9e8a841af801","cf55d4e9-37f5-47ab-9736-2f4694fc369b","Live weight as measured in the field","83","gram",NA
"ce4661da3e8b364faa3d4a8302871ff6","a7a88f6b-0925-4f9d-839e-b8f5564ed132","Live weight as measured in the field","11","gram",NA
"ce6aa21ab9dd30561d7c4f9fd935ebaa","8193ff7e-a7e3-4395-a8b4-df5bc1c69cc4","Live weight as measured in the field","7","gram",NA
"ce77781432b74dbe9cb6f6be4e809490","78d42648-79c9-4f37-a413-e22db600c31d","Length of the specimen","151","millimeter",NA
"ce98bca0a9406e50f9084986414d8a67","92394657-9366-4fa8-bfc0-b2bfc90a4e63","Length of the specimen","120","millimeter",NA
"cec15b1fca7550b48b41411064577dbf","ffff47ee-26c4-458c-ba0b-4c53778d7389","Number of the specimen","15",NA,NA
"cee17b74c89426fdd1d6fc59de19789e","2d2d4f98-d6c3-47de-bbfd-7a8a42e9e054","Number of the specimen","9",NA,NA
"cf14f27702a39b9e748e89a9e3e6b2c5","523a6343-53df-4123-bfdb-18b5b0464fa9","Live weight as measured in the field","16","gram",NA
"cf650ac7f88c7b4bde9d5fb24dc84416","5a2f3d76-5f7c-4580-9cc1-50df8d42589a","Number of the specimen","44",NA,NA
"cf6eb8dafba947e5abd2b6916486e217","8601b4d5-0674-43eb-8042-3a47759c02bd","Length of the specimen","136","millimeter",NA
"cfa65499c5be278e78c5fd4abc9934e7","005ccdeb-cb22-4256-ab6c-377c4a5f3286","Live weight as measured in the field","4","gram",NA
"cfa8e4bc7fc5aba7a2526327b1852ab1","d1ae5df0-84f9-4726-87af-a6b40b6e716b","Number of the specimen","3",NA,NA
"cfcaefa843563dca9e80172737e42e5b","1be0df21-6bf0-4552-928f-1f3a282fb154","Live weight as measured in the field","15","gram",NA
"cfcdb7bd88f9cfbab9f743acfae91899","2b3e3616-77c2-4852-9dd9-d70c4c3215cf","Length of the specimen","29","millimeter",NA
"cfdcf9c0f85b6d9393f18201c64011b2","4d4bcbb7-4a32-4fe0-b27f-bb24c53e224e","Live weight as measured in the field","5","gram",NA
"cffca572c9265068dd6e1f174bcdd05f","371f61d3-41f9-4e5a-af09-0c28d69e1228","Number of the specimen","4",NA,NA
"d013d76c860a30ed06a761778a715587","4a75ef5c-6da3-4de0-8a3e-514b401d81ab","Number of the specimen","29",NA,NA
"d03cfffcf42c8bc77ad2e74426b7e93c","1822c0fe-c15f-4b48-aadf-e606eadb22f2","Live weight as measured in the field","12","gram",NA
"d03eaf4c8d195b50c8fe39b914a79f7a","092a8f33-33a1-4fe2-a596-fa315568e04b","Length of the specimen","106","millimeter",NA
"d04580cbf1ff19fc9a40732484f82df2","ff8f29cf-7016-4d9a-8564-da6f53aa4b86","Number of the specimen","32",NA,NA
"d046a49a383aa71ae32f25e06e2da243","b0f5347b-789a-4a0c-90c1-512df5dce128","Live weight as measured in the field","36","gram",NA
"d047a2a82efbebcce3ee5dee6d1e3852","c7729078-1171-4d67-98c3-2f8ed49cdc3c","Number of the specimen","37",NA,NA
"d0480ed31a7b15c1a5a78795f5f24fdc","b14e0c0e-4056-4d38-96ef-4a6361c00bad","Live weight as measured in the field","23","gram",NA
"d0527cb70b592e4232ee19ea3e89866d","87673ad5-4c3d-4f2d-b3a3-304c82989092","Live weight as measured in the field","20","gram",NA
"d0ca74c080471f4bdcd551ac2ead3260",NA,"Number of the sampling pass within a reach","2",NA,"BIGC.20191023.07.2.e-fisher"
"d0f28b0fea8bc86933ac9920542fc06d","cb462854-53d1-4b19-82ed-88cdc7697abc","Live weight as measured in the field","7","gram",NA
"d106a0f948e0e08d96e7db99b7c301a7","29f1d134-ca16-4813-af0f-69f5d9a279e9","Number of the specimen","20",NA,NA
"d1490514293f073989fd2c3169b4614a","d31401a5-2766-4592-a04d-e26b8417d3e5","Length of the specimen","121","millimeter",NA
"d149c4522bf7969f4e210f0698d87346","485ecec8-bec3-4fa4-90d7-837ec460de3c","Number of the specimen","27",NA,NA
"d1530a3e404c3c1d284b029227a1eb33","8e09bfe3-5d90-4600-a05c-e3f9615f9cbf","Length of the specimen","141","millimeter",NA
"d16f91d88fbf9eaf4bfc79c882bc4ea7",NA,"Voltage at the start of data collection for the second electrofisher","150","volt","BIGC.20191022.04.2.e-fisher"
"d1726877d1d6a0dd791040c4c9ec67e6",NA,"Duty cycle at the end of data collection for the second electrofisher","20","percent","BIGC.20190423.04.3.e-fisher"
"d1726d14842e32ecb95139ac8f2272b4","e5a82536-4c46-4867-93d8-a64e6f414d50","Number of the specimen","35",NA,NA
"d18a1952cf995a295a12dd06da02ea49","c211b1b3-625e-46a4-88a0-800dfd194e83","Live weight as measured in the field","17","gram",NA
"d19c9d79c25eda67b3f3a63cdc93569c","507297ba-f58b-41a3-80cc-b5b264e35c4e","Number of the specimen","30",NA,NA
"d1a2bfb925aed9a0ef82a3a34d5eb51e","c52b44ef-065e-498a-ab4e-71fc9417b5b3","Number of the specimen","34",NA,NA
"d1af2a1e83b2b7594235f748e9db445a","1d91fca7-2ea0-4cd2-8059-8a4546604bf0","Length of the specimen","230","millimeter",NA
"d1bfc0609b6fb4fc212cd544895c015f","219f16dc-57ce-4245-a64f-fdebb684875d","Length of the specimen","135","millimeter",NA
"d1d8c08aef8737268aeb116893434b57","6f284bf9-3c4d-4b8f-901f-3bcc1113e508","Live weight as measured in the field","5","gram",NA
"d1dd01b3a7dc49baaf646214caf96786","c1f43ae6-5471-4da2-8838-c936062b1ec9","Number of the specimen","14",NA,NA
"d1e28bcc45371a5630b83f2c6e6db969","bad7eda1-c638-4786-9e9b-8b71672c1430","Number of the specimen","8",NA,NA
"d1e3d3739eec77292878f912d0ef9aae","51f3376f-4766-4d0a-ad4a-f25480467f2b","Length of the specimen","147","millimeter",NA
"d1fb72a8ae442329e08d1a90379618fc","aab47287-8698-4b57-8c8d-81265026f25e","Length of the specimen","89","millimeter",NA
"d2063e945e4c797277bfebdba883bd88",NA,"Voltage at the end of data collection for the second electrofisher","150","volt","BIGC.20191023.07.1.e-fisher"
"d2063e945e4c797277bfebdba883bd88",NA,"Voltage at the end of data collection for the second electrofisher","30","hertz","BIGC.20191023.07.1.e-fisher"
"d20f4309c6a0d9ebd5598669c3014a11","d3f7159e-fb64-4b8b-bab7-d8ee5346d021","Live weight as measured in the field","10","gram",NA
"d2278c9905705771203a056e55006a58",NA,"Duty cycle at the end of data collection for the second electrofisher","35","percent","BIGC.20191021.01.1.e-fisher"
"d25deeeb3bcd60a1d5e0fd51804d3c99","26ba9122-1eeb-4b69-8811-3ea3ea7e308f","Length of the specimen","130","millimeter",NA
"d26f60b399acfcd459a9764d508beb8f","01236d07-b824-490a-ab3d-44ce351e237b","Live weight as measured in the field","14","gram",NA
"d27be26641e2d18afbe12fb0958967ea","8193ff7e-a7e3-4395-a8b4-df5bc1c69cc4","Number of the specimen","17",NA,NA
"d280c393df43562f4967accbdaafc605","9a3ec8c9-da26-46d8-89ae-f0af01c39fa7","Length of the specimen","86","millimeter",NA
"d284d933a3c498c6cd38cd4c5304f716","2d2d4f98-d6c3-47de-bbfd-7a8a42e9e054","Live weight as measured in the field","29","gram",NA
"d2bbbf9bdec2f38b3eb0740b80b2864f","004b1d79-1662-4c08-8617-f4843ebe73b6","Length of the specimen","115","millimeter",NA
"d2d963607f68192b99e4f914f1779064","28799933-d035-4344-8497-4366ef3eab6d","Live weight as measured in the field","5","gram",NA
"d3067401a481510a3dce8fcfe0a90434","764e4406-d4fc-4179-88c6-1651d240c0ef","Live weight as measured in the field","12","gram",NA
"d31167ce157c508e3c445fa34ceae2d2","9b8aa7b3-fe5d-46d8-a525-ea5a40bc32ba","Number of the specimen","21",NA,NA
"d34c047e3c3d351c3de15dbadc24922a","37c842f1-15d7-4405-8e9c-3463aeabc491","Length of the specimen","151","millimeter",NA
"d39c90cf7a76201397d5330e5755d723","72f4bca7-1f44-4749-a56e-86fc9877758b","Length of the specimen","109","millimeter",NA
"d3a07dcc035dcecc47c55c73dd2cdbde","65040d34-0c8b-4b30-a402-cf52190ae9fe","Number of the specimen","2",NA,NA
"d3bbf715444073a89f45211e2613a760",NA,"Voltage at the end of data collection for the second electrofisher","150","volt","BIGC.20191023.07.3.e-fisher"
"d3bbf715444073a89f45211e2613a760",NA,"Voltage at the end of data collection for the second electrofisher","30","hertz","BIGC.20191023.07.3.e-fisher"
"d3bd1f70aa286dcb06e2f761fd755abd",NA,"Number of the sampling pass within a reach","3",NA,"BIGC.20190424.07.3.e-fisher"
"d3c27bdd9188586cea9e899712d28704","b198fd5b-b4ca-4c89-8d70-8e234a4e26de","Length of the specimen","105","millimeter",NA
"d3dd44a28895c5365c0b8fab0fdcf16a","806ab857-c73d-4f7c-b4c5-6b1c4226f5f6","Number of the specimen","40",NA,NA
"d3dde556aba24da3c44c926c8a48a873","0fb6f1d1-13d6-497b-918c-a75bed6f1275","Length of the specimen","117","millimeter",NA
"d3e693eed435145fc5b614f0af92e7ba","6197b799-b878-4c57-845e-94165bc75634","Number of the specimen","23",NA,NA
"d3f3f418719ee4b0573d54a061bb007b","e90396df-f073-4eb9-bbb4-b81583202233","Length of the specimen","101","millimeter",NA
"d421dfc7e82180bcfbc3f008b6cb168b","c52b44ef-065e-498a-ab4e-71fc9417b5b3","Length of the specimen","25","millimeter",NA
"d4691dbd5595a2f381145f2768ba451d",NA,"Number of the sampling pass within a reach","3",NA,"BIGC.20191023.07.3.e-fisher"
"d473c5bd7472bdd9af7b672cbeb8638b","391e9660-f7ef-4cab-8d11-ed3210094fe5","Number of the specimen","5",NA,NA
"d477817232df714e8632e71be8b3b1a8","c1e21995-160f-42c7-83c3-a2d51220d2b1","Length of the specimen","30","millimeter",NA
"d4ba29f52a47df770b68fc404dcb5c69","08adc40a-78ea-4cab-8d6b-f7a5d53e83c0","Length of the specimen","95","millimeter",NA
"d4cdd7c441410660ccdc910d71d305e4","ff67f989-2dcf-4c10-b74c-a526f5ab239a","Live weight as measured in the field","4","gram",NA
"d4d452680f0203996c7b7fa64e3076f3","1fb61b4e-562b-4401-8fe3-ddd207b6ef44","Length of the specimen","75","millimeter",NA
"d4e7b91a784687117b0e7b2eafe68158",NA,"Dissolved Oxygen Concentration","10","milligramsPerLiter","BIGC.20190424.07.1.e-fisher"
"d4ea629794083262a9e500f533c48e38",NA,"Number of the sampling pass within a reach","1",NA,"BIGC.20190425.09.1.e-fisher"
"d4f76ad8b2121f1ec976e8fbe644210c",NA,"Temperature of water","13.4","degrees Celsius","BIGC.20190424.07.1.e-fisher"
"d54b8929f41975b486d7ada83fab657e","005ccdeb-cb22-4256-ab6c-377c4a5f3286","Length of the specimen","78","millimeter",NA
"d54f715c0e70c4fa8f439bd51451dbda","8dde8850-db64-4b47-aba4-2b671b04fd5b","Live weight as measured in the field","16","gram",NA
"d559bf5f5103c40eddf3ca36b075d0cb","2c8772e3-5f1c-486d-9b18-ef07ef66bd17","Length of the specimen","112","millimeter",NA
"d58670131776d2b1e19ca4aef7aec185","49391f40-cafc-43de-87d9-ca21a7631151","Live weight as measured in the field","12","gram",NA
"d5f1dd8b3f252fe7d2439eceddae7012","6a76c175-939b-4890-abc1-5eca299c3c40","Number of the specimen","9",NA,NA
"d5f5a72b07dfed6acec98ca7abcdce7b","f3343584-a844-492f-a8b5-1f4a1a11dcbe","Length of the specimen","74","millimeter",NA
"d64dc51cf32c83f25b7c12f3611f731c","02c14d66-70d7-4a68-919c-597714490f7f","Number of the specimen","38",NA,NA
"d6a870b86d2cbca1387f9c0512f8595b","f22e729a-e7f4-41c1-93e5-808b04f923db","Number of the specimen","46",NA,NA
"d6af332737c01742ae86d2f303ea04d9","7423da8a-c4b3-4b9a-ba49-0417f8f4e9ed","Live weight as measured in the field","5","gram",NA
"d6b763e07665ff2b152ce8377756f7ad","da85580e-303e-4df6-95c3-03e3375bb741","Number of the specimen","43",NA,NA
"d6bf11dd6a86c76b77e36cb1c0b965ca","437a030f-50f6-47f9-832e-dbcbefe2dbe6","Live weight as measured in the field","5","gram",NA
"d6c060184fd7434a781d2ca5cc26f252","7ebe0757-110c-49f3-855e-94112d5a38e0","Number of the specimen","7",NA,NA
"d6e5ec8af00e0e2ac967f27b6537e530","bbd3739a-9a94-4249-8963-e62bd38c5c74","Length of the specimen","95","millimeter",NA
"d6f839c6ec22cfa0b08fb180c71f2b1e","2ac4622f-01f2-427c-bc56-f4946f2d94c8","Live weight as measured in the field","20","gram",NA
"d7637b1257a48977d5356f1b082fc614","0884a357-1344-4cd7-979d-05592e664603","Number of the specimen","26",NA,NA
"d7856fabcd0630c29dfd1b47d07af2de","b4b9e38b-be56-4954-b43e-fc8850648984","Length of the specimen","205","millimeter",NA
"d7b8d22c740749020c44394bde871a86","ea29c7bd-d8d0-4af4-b853-3b354567c171","Live weight as measured in the field","80","gram",NA
"d7cfba1766bb4e54ed7b25c23a646691","c450cb21-46ef-429d-8aa8-a1cda5b70aac","Live weight as measured in the field","105","gram",NA
